Start-Time: 25/10/2018 23:15:41

Date, Tithi, Nakshatra, Skipped Tithi, Skipped Nakshatra, 
04/05/2019, Amavasai upto 15:43, Bharani upto 28:12+,  ,  , 
05/05/2019, Pirathamai upto 15:39, Karthigai upto 28:34+,  ,  , 
06/05/2019, Thuthiyai upto 15:05, Rohini upto 28:27+,  ,  , 
07/05/2019, Thiruthiyai upto 14:04, Mirugasirisham upto 27:55+,  ,  , 
08/05/2019, Sathurthi upto 12:37, Thiruvathirai upto 27:00+,  ,  , 
09/05/2019, Panjami upto 10:50, Punarpoosam upto 25:47+,  ,  , 
10/05/2019, Shasti upto 08:46, Poosam upto 24:21+,  ,  , 
11/05/2019, Sapthami upto 06:30, Ayilyam upto 22:45, Astami upto 28:06+,  , 
12/05/2019, Navami upto 25:38+, Magam upto 21:05,  ,  , 
13/05/2019, Thasami upto 23:12, Pooram upto 19:26,  ,  , 
14/05/2019, Egadashi upto 20:54, Uthiram upto 17:53,  ,  , 
15/05/2019, Duvadasi upto 18:46, Hastham upto 16:30,  ,  , 
16/05/2019, Thirayodasi upto 16:54, Chithirai upto 15:23,  ,  , 
17/05/2019, Sathuradasi upto 15:22, Swathi upto 14:35,  ,  , 
18/05/2019, Pournami upto 14:14, Visakam upto 14:11,  ,  , 
19/05/2019, Pirathamai upto 13:32, Anusham upto 14:13,  ,  , 
20/05/2019, Thuthiyai upto 13:20, Kettai upto 14:44,  ,  , 
21/05/2019, Thiruthiyai upto 13:38, Moolam upto 15:45,  ,  , 
22/05/2019, Sathurthi upto 14:27, Pooradam upto 17:16,  ,  , 
23/05/2019, Panjami upto 15:43, Uthiradam upto 19:13,  ,  , 
24/05/2019, Shasti upto 17:22, Thiruvonam upto 21:31,  ,  , 
25/05/2019, Sapthami upto 19:16, Avittam upto 24:04+,  ,  , 
26/05/2019, Astami upto 21:18, Sathayam upto 26:41+,  ,  , 
27/05/2019, Navami upto 23:16, Poorattathi upto 29:12+,  ,  , 
28/05/2019, Thasami upto 25:00+, Uthirattathi upto Full Night,  ,  , 
29/05/2019, Egadashi upto 26:23+, Uthirattathi upto 07:29,  ,  , 
30/05/2019, Duvadasi upto 27:20+, Revathi upto 09:23,  ,  , 
31/05/2019, Thirayodasi upto 27:46+, Aswini upto 10:51,  ,  , 
01/06/2019, Sathuradasi upto 27:43+, Bharani upto 11:50,  ,  , 
02/06/2019, Amavasai upto 27:09+, Karthigai upto 12:18,  ,  , 
03/06/2019, Pirathamai upto 26:08+, Rohini upto 12:18,  ,  , 
04/06/2019, Thuthiyai upto 24:41+, Mirugasirisham upto 11:51,  ,  , 
05/06/2019, Thiruthiyai upto 22:54, Thiruvathirai upto 11:01,  ,  , 
06/06/2019, Sathurthi upto 20:50, Punarpoosam upto 09:53,  ,  , 
07/06/2019, Panjami upto 18:33, Poosam upto 08:29,  ,  , 
08/06/2019, Shasti upto 16:08, Ayilyam upto 06:55,  , Magam upto 29:16+, 
09/06/2019, Sapthami upto 13:39, Pooram upto 27:35+,  ,  , 
10/06/2019, Astami upto 11:12, Uthiram upto 26:01+,  ,  , 
11/06/2019, Navami upto 08:52, Hastham upto 24:35+,  ,  , 
12/06/2019, Thasami upto 06:43, Chithirai upto 23:24, Egadashi upto 28:48+,  , 
13/06/2019, Duvadasi upto 27:14+, Swathi upto 22:31,  ,  , 
14/06/2019, Thirayodasi upto 26:03+, Visakam upto 22:01,  ,  , 
15/06/2019, Sathuradasi upto 25:18+, Anusham upto 21:57,  ,  , 
16/06/2019, Pournami upto 25:02+, Kettai upto 22:22,  ,  , 
17/06/2019, 
